"city","city_ascii","province_id","province_name","lat","lng","population","density","timezone","ranking","postal","id"
"Kingsville","Kingsville","ON","Ontario","42.1000","-82.7167","21552","87.3","America/Toronto","3","N8M N9Y N0P N0R","1124616034"
"Baie-Comeau","Baie-Comeau","QC","Quebec","49.2167","-68.1500","21536","64.0","America/Montreal","3","G5C G4Z","1124859576"
"Paradise","Paradise","NL","Newfoundland and Labrador","47.5333","-52.8667","21389","731.5","America/St_Johns","3","A1L","1124001159"
"Uxbridge","Uxbridge","ON","Ontario","44.1167","-79.1333","21176","45.6","America/Toronto","3","L0E L0C L9P L4A","1124829638"
"Essa","Essa","ON","Ontario","44.2500","-79.7833","21083","75.3","America/Toronto","3","L0M L0L L9R","1124001569"
"Candiac","Candiac","QC","Quebec","45.3800","-73.5200","21047","1215.8","America/Montreal","3","J5R","1124457982"
"Oro-Medonte","Oro-Medonte","ON","Ontario","44.5667","-79.5833","21036","35.8","America/Toronto","3","L0L L0K L3V L4R L4M","1124001350"
"Varennes","Varennes","QC","Quebec","45.6833","-73.4333","20994","226.9","America/Montreal","3","J3X","1124232101"
"Strathroy-Caradoc","Strathroy-Caradoc","ON","Ontario","42.9575","-81.6167","20867","77.1","America/Toronto","3","N0L N7G","1124000831"
"Wasaga Beach","Wasaga Beach","ON","Ontario","44.5206","-80.0167","20675","352.6","America/Toronto","3","L9Z","1124001919"
"New Glasgow","New Glasgow","NS","Nova Scotia","45.5926","-62.6455","20609","911.6","America/Halifax","3","B2H","1124760188"
"Wilmot","Wilmot","ON","Ontario","43.4000","-80.6500","20545","77.9","America/Toronto","3","N3A N0B","1124001797"
"Essex","Essex","ON","Ontario","42.0833","-82.9000","20427","73.5","America/Toronto","3","N8M N0R","1124628052"
"Fort St. John","Fort St. John","BC","British Columbia","56.2465","-120.8476","20155","820.2","America/Dawson_Creek","3","V1J","1124517495"
"Kirkland","Kirkland","QC","Quebec","45.4500","-73.8667","20151","2204.4","America/Montreal","2","H9H H9J","1124000941"
"L’Assomption","L'Assomption","QC","Quebec","45.8333","-73.4167","20065","202.9","America/Montreal","3","J5W","1124500862"
"Westmount","Westmount","QC","Quebec","45.4833","-73.6000","19931","4952.8","America/Montreal","2","H3Z H3Y","1124878078"
"Saint-Lazare","Saint-Lazare","QC","Quebec","45.4000","-74.1333","19889","289.6","America/Montreal","3","J7T","1124000613"
"Chestermere","Chestermere","AB","Alberta","51.0500","-113.8225","19887","603.8","America/Edmonton","3","T1X","1124000371"
"Huntsville","Huntsville","ON","Ontario","45.3333","-79.2167","19816","27.9","America/Toronto","3","P0B P1H","1124961145"
"Corner Brook","Corner Brook","NL","Newfoundland and Labrador","48.9287","-57.9260","19806.00","133.60","America/St_Johns","3","A2H","1124244792"
"Riverview","Riverview","NB","New Brunswick","46.0613","-64.8052","19667","554.8","America/Moncton","3","E1B","1124000112"
"Lloydminster","Lloydminster","AB","Alberta","53.2807","-110.0350","19645.00","817.30","America/Edmonton","3","T9V","1124000858"
"Joliette","Joliette","QC","Quebec","46.0167","-73.4500","19621","860.3","America/Montreal","3","J6E","1124841554"
"Yellowknife","Yellowknife","NT","Northwest Territories","62.4709","-114.4053","19569.00","185.50","America/Yellowknife","3","X1A","1124208917"
"Squamish","Squamish","BC","British Columbia","49.7017","-123.1589","19512","186.1","America/Vancouver","3","V0N V8B","1124005958"
"Mont-Royal","Mont-Royal","QC","Quebec","45.5161","-73.6431","19503","2545.3","America/Montreal","2","H3R H3P H4P","1124001920"
"Rivière-du-Loup","Riviere-du-Loup","QC","Quebec","47.8333","-69.5333","19447","230.9","America/Montreal","3","G5R","1124662123"
"Cobourg","Cobourg","ON","Ontario","43.9667","-78.1667","19440","869.3","America/Toronto","3","K9A","1124831257"
"Cranbrook","Cranbrook","BC","British Columbia","49.5097","-115.7667","19259","604.7","America/Edmonton","3","V1C","1124937794"
"Beaconsfield","Beaconsfield","QC","Quebec","45.4333","-73.8667","19115","1752.6","America/Montreal","3","H9W","1124755118"
"Springwater","Springwater","ON","Ontario","44.4333","-79.7333","19059","35.5","America/Toronto","3","L0L L4M","1124001298"
"Dorval","Dorval","QC","Quebec","45.4500","-73.7500","18980","839.2","America/Montreal","3","H9P H9S","1124933556"
"Thorold","Thorold","ON","Ontario","43.1167","-79.2000","18801","226.5","America/Toronto","3","L0S L2V L3B","1124718251"
"Camrose","Camrose","AB","Alberta","53.0167","-112.8333","18742","439.8","America/Edmonton","3","T4V","1124351657"
"South Frontenac","South Frontenac","ON","Ontario","44.5081","-76.4939","18646","19.2","America/Toronto","3","K0H","1124000063"
"Pitt Meadows","Pitt Meadows","BC","British Columbia","49.2333","-122.6833","18573","214.7","America/Vancouver","3","V3Y","1124786902"
"Port Colborne","Port Colborne","ON","Ontario","42.8833","-79.2500","18306","150.1","America/Toronto","3","L0S L3K","1124274319"
"Quispamsis","Quispamsis","NB","New Brunswick","45.4322","-65.9462","18245","318.9","America/Moncton","3","E2S E2E E2G","1124000379"
"Mont-Saint-Hilaire","Mont-Saint-Hilaire","QC","Quebec","45.5622","-73.1917","18200","410.9","America/Montreal","3","J3H","1124333461"
"Bathurst","Bathurst","NB","New Brunswick","47.6200","-65.6500","18154","129.3","America/Moncton","3","E2A","1124816720"
"Saint-Augustin-de-Desmaures","Saint-Augustin-de-Desmaures","QC","Quebec","46.7333","-71.4667","18141","211.5","America/Montreal","3","G3A","1124000358"
"Oak Bay","Oak Bay","BC","British Columbia","48.4264","-123.3228","18094","1717.7","America/Vancouver","3","V8P V8S V8R","1124761730"
"Sainte-Marthe-sur-le-Lac","Sainte-Marthe-sur-le-Lac","QC","Quebec","45.5300","-73.9300","18074","2066.7","America/Montreal","2","J0N","1124001153"
"Salmon Arm","Salmon Arm","BC","British Columbia","50.7022","-119.2722","17706","144.0","America/Vancouver","3","V0E V1E","1124478865"
"Port Alberni","Port Alberni","BC","British Columbia","49.2339","-124.8050","17678","894.6","America/Vancouver","3","V9Y","1124952808"
"Esquimalt","Esquimalt","BC","British Columbia","48.4306","-123.4147","17655","2494.7","America/Vancouver","2","V9A","1124990218"
"Deux-Montagnes","Deux-Montagnes","QC","Quebec","45.5333","-73.8833","17553","2850.1","America/Montreal","2","J7R","1124980214"
"Miramichi","Miramichi","NB","New Brunswick","47.0196","-65.5072","17537.00","97.70","America/Moncton","3","E1V E1N","1124714190"
"Niagara-on-the-Lake","Niagara-on-the-Lake","ON","Ontario","43.2553","-79.0717","17511","131.8","America/Toronto","3","L0S","1124366228"
"Saint-Lin--Laurentides","Saint-Lin--Laurentides","QC","Quebec","45.8500","-73.7667","17463","147.3","America/Montreal","3","J5M","1124906585"
"Beaumont","Beaumont","AB","Alberta","53.3572","-113.4147","17396","1661.1","America/Edmonton","3","T4X","1124001210"
"Middlesex Centre","Middlesex Centre","ON","Ontario","43.0500","-81.4500","17262","29.4","America/Toronto","3","N6P N6H N0M N0L","1124001841"
"Inverness","Inverness","NS","Nova Scotia","46.2000","-61.1000","17235","4.5","America/Halifax","3","B0E","1124840965"
"Stony Plain","Stony Plain","AB","Alberta","53.5264","-114.0069","17189","481.2","America/Edmonton","3","T7Z","1124982081"
"Petawawa","Petawawa","ON","Ontario","45.9000","-77.2833","17187","103.1","America/Toronto","3","K8H","1124206291"
"Pelham","Pelham","ON","Ontario","43.0333","-79.3333","17110","135.3","America/Toronto","3","L0S","1124000042"
"Selwyn","Selwyn","ON","Ontario","44.4167","-78.3333","17060","54.0","America/Toronto","3","K9J K9L K0L","1124000937"
"Loyalist","Loyalist","ON","Ontario","44.2500","-76.7500","16971","49.8","America/Toronto","3","K7N K7R K0H","1124001145"
"Midland","Midland","ON","Ontario","44.7500","-79.8833","16864","477.3","America/Toronto","3","L4R","1124104490"
"Colwood","Colwood","BC","British Columbia","48.4236","-123.4958","16859","954.2","America/Vancouver","3","V9B V9C","1124000395"
"Central Saanich","Central Saanich","BC","British Columbia","48.5142","-123.3839","16814","406.8","America/Vancouver","3","V8M","1124000519"
"Sainte-Catherine","Sainte-Catherine","QC","Quebec","45.4000","-73.5800","16762","1764.1","America/Montreal","3","J5C","1124941451"
"Port Hope","Port Hope","ON","Ontario","43.9500","-78.3000","16753","60.1","America/Toronto","3","L0A L1A","1124105292"
"L’Ancienne-Lorette","L'Ancienne-Lorette","QC","Quebec","46.8000","-71.3500","16745","2193.6","America/Montreal","2","G2E","1124580674"
"Saint-Basile-le-Grand","Saint-Basile-le-Grand","QC","Quebec","45.5333","-73.2833","16736","463.6","America/Montreal","3","J3N","1124000968"
"Swift Current","Swift Current","SK","Saskatchewan","50.2881","-107.7939","16604","566.5","America/Swift_Current","3","S9H","1124460875"
"Edmundston","Edmundston","NB","New Brunswick","47.3765","-68.3253","16580","155.2","America/Moncton","3","E7C E7B E3V","1124274233"
"Russell","Russell","ON","Ontario","45.2569","-75.3583","16520","83.0","America/Toronto","3","K4R K0A","1124982538"
"North Grenville","North Grenville","ON","Ontario","44.9667","-75.6500","16451","46.7","America/Toronto","3","K0G","1124000746"
"Yorkton","Yorkton","SK","Saskatchewan","51.2139","-102.4628","16343","449.9","America/Regina","3","S3N","1124108820"
"Tracadie","Tracadie","NB","New Brunswick","47.5124","-64.9101","16114.00","31.20","America/Moncton","3","E1X E9H","1124362021"
"Bracebridge","Bracebridge","ON","Ontario","45.0333","-79.3000","16010","25.5","America/Toronto","3","P1L P1P","1124793645"
"Greater Napanee","Greater Napanee","ON","Ontario","44.2500","-76.9500","15892","34.5","America/Toronto","3","K7R K0H K0K","1124001319"
"Tillsonburg","Tillsonburg","ON","Ontario","42.8667","-80.7333","15872","710.8","America/Toronto","3","N4G","1124817746"
"Steinbach","Steinbach","MB","Manitoba","49.5258","-96.6839","15829","618.6","America/Winnipeg","3","R5G","1124152692"
"Hanover","Hanover","MB","Manitoba","49.4433","-96.8492","15733","21.2","America/Winnipeg","3","R5G R0A","1124001704"
"Terrace","Terrace","BC","British Columbia","54.5164","-128.5997","15723","212.7","America/Vancouver","3","V8G","1124878479"
"Springfield","Springfield","MB","Manitoba","49.9292","-96.6939","15342","13.9","America/Winnipeg","3","R2C R0E","1124000696"
"Gaspé","Gaspe","QC","Quebec","48.8333","-64.4833","15163","13.5","America/Montreal","3","G4X","1124212754"
"Kenora","Kenora","ON","Ontario","49.7667","-94.4833","15096","71.3","America/Winnipeg","3","P9N","1124844807"
"Cold Lake","Cold Lake","AB","Alberta","54.4642","-110.1825","14961","249.7","America/Edmonton","3","T9M","1124089461"
"Summerside","Summerside","PE","Prince Edward Island","46.4000","-63.7833","14829","520.5","America/Halifax","3","C1N C0B","1124487102"
"Comox","Comox","BC","British Columbia","49.6733","-124.9022","14828","838.2","America/Vancouver","3","V0R V9M","1124788300"
"Sylvan Lake","Sylvan Lake","AB","Alberta","52.3083","-114.0964","14816","634.2","America/Edmonton","3","T4S","1124397940"
"Pincourt","Pincourt","QC","Quebec","45.3833","-73.9833","14558","2048.1","America/Montreal","2","J7W","1124637966"
"West Lincoln","West Lincoln","ON","Ontario","43.0667","-79.5667","14500","37.4","America/Toronto","3","L0R","1124001460"
"Matane","Matane","QC","Quebec","48.8500","-67.5333","14462","74.0","America/Montreal","3","G4W","1124528318"
"Brooks","Brooks","AB","Alberta","50.5642","-111.8989","14451","777.3","America/Edmonton","3","T1R","1124093123"
"Sainte-Anne-des-Plaines","Sainte-Anne-des-Plaines","QC","Quebec","45.7617","-73.8204","14421.00","154.10","America/Montreal","3","J0N","1124304532"
"West Nipissing / Nipissing Ouest","West Nipissing / Nipissing Ouest","ON","Ontario","46.3667","-79.9167","14364","7.2","America/Toronto","3","P0H P1B P2B","1124000026"
"Rosemère","Rosemere","QC","Quebec","45.6369","-73.8000","14294","1326.9","America/Montreal","3","J7A","1124741055"
"Mistassini","Mistassini","QC","Quebec","48.8229","-72.2154","14250.00","48.20","America/Montreal","3","G8L","1124980171"
"Grand Falls","Grand Falls","NL","Newfoundland and Labrador","48.9578","-55.6633","14171.00","259.20","America/St_Johns","3","A2A A2B","1124068277"
"Clearview","Clearview","ON","Ontario","44.3981","-80.0742","14151","25.4","America/Toronto","3","L0M L9Y","1124000053"
"St. Clair","St. Clair","ON","Ontario","42.7833","-82.3500","14086","22.8","America/Toronto","3","N8A N0N N0P","1124000228"
"Canmore","Canmore","AB","Alberta","51.0890","-115.3590","13992","201.5","America/Edmonton","3","T1W","1124688642"
"North Battleford","North Battleford","SK","Saskatchewan","52.7575","-108.2861","13888","414.0","America/Regina","3","S9A","1124789635"
"Pembroke","Pembroke","ON","Ontario","45.8167","-77.1000","13882","953.3","America/Toronto","3","K8A","1124877940"
"Mont-Laurier","Mont-Laurier","QC","Quebec","46.5500","-75.5000","13779","23.3","America/Montreal","3","J9L","1124355399"
"Strathmore","Strathmore","AB","Alberta","51.0378","-113.4003","13756","502.0","America/Edmonton","3","T1P","1124000881"
"Saugeen Shores","Saugeen Shores","ON","Ontario","44.4333","-81.3667","13715","80.2","America/Toronto","3","N0H","1124000488"
"Thompson","Thompson","MB","Manitoba","55.7433","-97.8553","13678","657.91","America/Winnipeg","3","R8N","1124110693"
"Lavaltrie","Lavaltrie","QC","Quebec","45.8833","-73.2833","13657","199.7","America/Montreal","3","J5T","1124818327"
"High River","High River","AB","Alberta","50.5808","-113.8744","13584","635.1","America/Edmonton","3","T1V","1124607825"
"Severn","Severn","ON","Ontario","44.7500","-79.5167","13477","24.5","America/Toronto","3","L0K L3V","1124489890"
"Sainte-Sophie","Sainte-Sophie","QC","Quebec","45.8200","-73.9000","13375","120.2","America/Montreal","3","J5J","1124001574"
"Saint-Charles-Borromée","Saint-Charles-Borromee","QC","Quebec","46.0500","-73.4667","13321","715.0","America/Montreal","3","J6E","1124000877"
"Portage La Prairie","Portage La Prairie","MB","Manitoba","49.9728","-98.2919","13304","539.1","America/Winnipeg","3","R1N","1124282782"
"Thames Centre","Thames Centre","ON","Ontario","43.0300","-81.0800","13191","30.4","America/Toronto","3","N0M N0L N6M","1124000993"
"Mississippi Mills","Mississippi Mills","ON","Ontario","45.2167","-76.2000","13163","25.3","America/Toronto","3","K7C K0A","1124001617"
"Powell River","Powell River","BC","British Columbia","49.8353","-124.5247","13157","444.1","America/Vancouver","3","V8A","1124154376"
"South Glengarry","South Glengarry","ON","Ontario","45.2000","-74.5833","13150","21.7","America/Toronto","3","K6H K0C","1124001506"
"North Perth","North Perth","ON","Ontario","43.7300","-80.9500","13130","26.6","America/Toronto","3","N4W N0K N0G","1124000749"
"Mercier","Mercier","QC","Quebec","45.3200","-73.7500","13115","284.6","America/Montreal","3","J6R","1124186621"
"South Stormont","South Stormont","ON","Ontario","45.0833","-74.9667","13110","28.2","America/Toronto","3","K0C","1124001793"
"Saint-Colomban","Saint-Colomban","QC","Quebec","45.7300","-74.1300","13080","139.8","America/Montreal","3","J5K","1124001676"
"Lacombe","Lacombe","AB","Alberta","52.4683","-113.7369","13057","627.5","America/Edmonton","3","T4L","1124057569"
"Sooke","Sooke","BC","British Columbia","48.3761","-123.7378","13001","229.6","America/Vancouver","3","V9Z","1124034713"
"Dawson Creek","Dawson Creek","BC","British Columbia","55.7606","-120.2356","12978","475.4","America/Dawson_Creek","3","V1G","1124081402"
"Lake Country","Lake Country","BC","British Columbia","50.0833","-119.4142","12922","105.8","America/Vancouver","3","V4V","1124001544"
"Trent Hills","Trent Hills","ON","Ontario","44.3142","-77.8514","12900","25.2","America/Toronto","3","K0K K0L","1124001755"
"Sainte-Marie","Sainte-Marie","QC","Quebec","46.4500","-71.0333","12889","120.3","America/Montreal","3","G6E","1124650507"
"Guelph/Eramosa","Guelph/Eramosa","ON","Ontario","43.6300","-80.2200","12854","44.1","America/Toronto","3","N0B N1H","1124001707"
"Truro","Truro","NS","Nova Scotia","45.3647","-63.2800","12826","355.5","America/Halifax","3","B2N","1124952899"
"Amos","Amos","QC","Quebec","48.5667","-78.1167","12823","29.8","America/Montreal","3","J9T","1124939649"
"The Nation / La Nation","The Nation / La Nation","ON","Ontario","45.3500","-75.0333","12808","19.5","America/Toronto","3","K0A K0B K0C","1124001243"
"Ingersoll","Ingersoll","ON","Ontario","43.0392","-80.8836","12757","1000.7","America/Toronto","3","N5C","1124716784"
"Winkler","Winkler","MB","Manitoba","49.1817","-97.9397","12660","740.5","America/Winnipeg","3","R6W","1124205424"
"Wetaskiwin","Wetaskiwin","AB","Alberta","52.9694","-113.3769","12655","691.1","America/Edmonton","3","T9A","1124492484"
"Central Elgin","Central Elgin","ON","Ontario","42.7667","-81.1000","12607","45.0","America/Toronto","3","N5R N5P N5L N0L","1124000475"
"Lachute","Lachute","QC","Quebec","45.6500","-74.3333","12551","114.9","America/Montreal","3","J8H","1124217062"
"West Grey","West Grey","ON","Ontario","44.1833","-80.8167","12518","14.3","America/Toronto","3","N4N N0G N0C","1124000272"
"Parksville","Parksville","BC","British Columbia","49.3150","-124.3120","12514","854.6","America/Vancouver","3","V9P","1124698963"
"Cowansville","Cowansville","QC","Quebec","45.2000","-72.7500","12489","271.0","America/Montreal","3","J2K","1124357421"
"Bécancour","Becancour","QC","Quebec","46.3333","-72.4333","12438","28.2","America/Montreal","3","G9H","1124242297"
"Gravenhurst","Gravenhurst","ON","Ontario","44.9167","-79.3667","12311","23.8","America/Toronto","3","P0E P1P","1124842372"
"Perth East","Perth East","ON","Ontario","43.4700","-80.9500","12261","17.2","America/Toronto","3","N4W N5A N3A N0K N0B","1124001760"
"Prince Rupert","Prince Rupert","BC","British Columbia","54.3122","-130.3271","12220","227.7","America/Vancouver","3","V8J","1124847707"
"Prévost","Prevost","QC","Quebec","45.8700","-74.0800","12171","347.2","America/Montreal","3","J0R","1124001584"
"Sainte-Adèle","Sainte-Adele","QC","Quebec","45.9500","-74.1300","12137","100.4","America/Montreal","3","J8B","1124439200"
"Kentville","Kentville","NS","Nova Scotia","45.0775","-64.4958","12088","363.3","America/Halifax","3","B4N","1124530137"
"Beauharnois","Beauharnois","QC","Quebec","45.3200","-73.8700","12011","173.9","America/Montreal","3","J6N","1124880971"
"Les Îles-de-la-Madeleine","Les Iles-de-la-Madeleine","QC","Quebec","47.3833","-61.8667","12010","69.5","America/Halifax","3","G4T","1124000721"
"Wellington North","Wellington North","ON","Ontario","43.9000","-80.5700","11914","22.6","America/Toronto","3","N0G","1124001997"
"St. Andrews","St. Andrews","MB","Manitoba","50.2700","-96.9747","11913","15.8","America/Winnipeg","3","R0C R1A","1124001672"
"Carleton Place","Carleton Place","ON","Ontario","45.1333","-76.1333","11901","1176.2","America/Toronto","3","K7C","1124676010"
"Whistler","Whistler","BC","British Columbia","50.1208","-122.9544","11854","49.3","America/Vancouver","3","V0N","1124001562"
"Brighton","Brighton","ON","Ontario","44.1222","-77.7642","11844","43.2","America/Toronto","3","K0K","1124672085"
"Tiny","Tiny","ON","Ontario","44.6833","-79.9500","11787","35.0","America/Toronto","3","L0L L9M","1124000103"
